582,2/9/00,MXN/USD,9.399
583,2/9/00,ZAR/USD,6.32
584,2/9/00,SGD/USD,1.6918
585,2/9/00,DKK/USD,7.504
586,2/9/00,JPY/USD,109.11
587,2/9/00,MYR/USD,3.8
588,2/9/00,NOK/USD,8.145
589,2/9/00,SEK/USD,8.544
590,2/9/00,LKR/USD,73.6
591,2/9/00,CHF/USD,1.6232
592,2/9/00,TWD/USD,30.65
593,2/9/00,THB/USD,37.55
594,2/10/00,AUD/USD,1.5823
595,2/10/00,EUR/USD,1.0137
596,2/10/00,NZD/USD,2.0263
597,2/10/00,GPB/USD,0.6228
598,2/10/00,BRL/USD,1.77
599,2/10/00,CAD/USD,1.45
600,2/10/00,CNY/USD,8.2788
601,2/10/00,HKD/USD,7.782
602,2/10/00,INR/USD,43.58
603,2/10/00,KRW/USD,1121.0
604,2/10/00,MXN/USD,9.4365
605,2/10/00,ZAR/USD,6.3425
606,2/10/00,SGD/USD,1.6929
607,2/10/00,DKK/USD,7.547
608,2/10/00,JPY/USD,108.74
609,2/10/00,MYR/USD,3.8
610,2/10/00,NOK/USD,8.175
611,2/10/00,SEK/USD,8.585
612,2/10/00,LKR/USD,72.82
613,2/10/00,CHF/USD,1.628
614,2/10/00,TWD/USD,30.65
615,2/10/00,THB/USD,37.42
616,2/11/00,AUD/USD,1.5918
617,2/11/00,EUR/USD,1.0155
618,2/11/00,NZD/USD,2.0346
619,2/11/00,GPB/USD,0.628
620,2/11/00,BRL/USD,1.767
621,2/11/00,CAD/USD,1.4515
622,2/11/00,CNY/USD,8.2788
623,2/11/00,HKD/USD,7.7814
624,2/11/00,INR/USD,43.65
625,2/11/00,KRW/USD,1115.0
626,2/11/00,MXN/USD,9.423
627,2/11/00,ZAR/USD,6.361
628,2/11/00,SGD/USD,1.6947
629,2/11/00,DKK/USD,7.566
630,2/11/00,JPY/USD,108.99
631,2/11/00,MYR/USD,3.8
632,2/11/00,NOK/USD,8.212
633,2/11/00,SEK/USD,8.608
634,2/11/00,LKR/USD,73.6
635,2/11/00,CHF/USD,1.6305
636,2/11/00,TWD/USD,30.63
637,2/11/00,THB/USD,37.43
638,2/14/00,AUD/USD,1.5926
639,2/14/00,EUR/USD,1.0222
640,2/14/00,NZD/USD,2.0542
641,2/14/00,GPB/USD,0.6293
642,2/14/00,BRL/USD,1.769
643,2/14/00,CAD/USD,1.4547
644,2/14/00,CNY/USD,8.2779
645,2/14/00,HKD/USD,7.78
646,2/14/00,INR/USD,43.65
647,2/14/00,KRW/USD,1128.0
648,2/14/00,MXN/USD,9.393
649,2/14/00,ZAR/USD,6.355
650,2/14/00,SGD/USD,1.6975
651,2/14/00,DKK/USD,7.612
652,2/14/00,JPY/USD,108.65
653,2/14/00,MYR/USD,3.8
654,2/14/00,NOK/USD,8.248
655,2/14/00,SEK/USD,8.679
656,2/14/00,LKR/USD,73.65
657,2/14/00,CHF/USD,1.6435
658,2/14/00,TWD/USD,30.72
659,2/14/00,THB/USD,37.49
660,2/15/00,AUD/USD,1.5873
661,2/15/00,EUR/USD,1.0169
662,2/15/00,NZD/USD,2.0534
663,2/15/00,GPB/USD,0.627
664,2/15/00,BRL/USD,1.783
665,2/15/00,CAD/USD,1.4585
666,2/15/00,CNY/USD,8.2777
667,2/15/00,HKD/USD,7.781
668,2/15/00,INR/USD,43.64
669,2/15/00,KRW/USD,1128.0
